instance name,Modified_solution_cost,Original_solution_cost,Modified_runtime,Original_runtime,Modified_f_min_value,Original_f_min_value,Modified_number_of_descendants,Original_number_of_descendants,number_of_duplicate_conflict
input/SmallSpecialMaps/line-1-4.scen:,-2,-1,0.100099,60.0013,73,296,2,1212,9
